,Seedling,SoilSource,Treatment,Tray,Position,SeedlingStatus,HarvestDate,WeighingDate,AG_Dry_mg,BG_Dry_mg,PlantSpecies,ID_num,SoilHostSpecies,Round,Age,Location,GreenhouseRound,PlantDate,Total_Dry_mg
2,L4_Ster_Ce,L_4,Sterile,Tray5,2,Alive,11/20/17,2012/2/17,30.17,3.38,Ce,4,Lupine,1,9,BMR,Round1,25-Aug,33.55
3,I64_Ster_Aa,I_64,Sterile,Tray5,3,Alive,11/20/17,2012/2/17,27.7,36.92,Aa,64,IcePlant,1,0.5,BMR,Round1,25-Aug,64.62
4,I53_Ster_Bp,I_53,Sterile,Tray5,4,Alive,11/20/17,2012/2/17,26.08,39.05,Bp,53,IcePlant,1,5,Sonoma,Round1,25-Aug,65.13
5,B29_Ster_Bp,B_29,Sterile,Tray5,5,Alive,11/20/17,2012/2/17,12.74,22.64,Bp,29,Baccharis,2,10,Sonoma,Round1,25-Aug,35.38
6,B36_Ster_La,B_36,Sterile,Tray5,6,Alive,11/20/17,2012/2/17,426.41,537.41,La,36,Baccharis,2,0.5,BMR,Round1,25-Aug,963.82
7,B29_Ster_Ce,B_29,Sterile,Tray5,7,Alive,11/20/17,2012/2/17,28.65,3.57,Ce,29,Baccharis,2,10,Sonoma,Round1,25-Aug,32.22
8,I27_Ster_Aa,I_27,Sterile,Tray5,8,Alive,11/20/17,2012/2/17,43.99,39.82,Aa,27,IcePlant,1,18,Sonoma,Round1,25-Aug,83.81
10,L8_Live_Aa,L_8,Live,Tray5,10,Alive,11/20/17,2012/2/17,50.4,39.91,Aa,8,Lupine,1,4,BMR,Round1,24-Aug,90.31
11,L31_Ster_Bp,L_31,Sterile,Tray5,11,Alive,11/20/17,2012/2/17,32.81,53.61,Bp,31,Lupine,1,8,Sonoma,Round1,25-Aug,86.42
16,A19_Live_Ce,A_19,Live,Tray5,17,Alive,11/20/17,2012/2/17,18.19,4.67,Ce,19,Ammophila,1,10,Sonoma,Round1,24-Aug,22.86
18,I8_Live_Bp,I_8,Live,Tray5,19,Alive,11/20/17,2012/2/17,2.89,5.53,Bp,8,IcePlant,1,12,BMR,Round1,24-Aug,8.42
19,L35_Ster_Aa,L_35,Sterile,Tray5,20,Alive,11/20/17,2012/2/17,75.95,115.35,Aa,35,Lupine,2,5,Sonoma,Round1,25-Aug,191.3
20,I55_Ster_La,I_55,Sterile,Tray5,21,Alive,11/20/17,2012/2/17,72.44,135.24,La,55,IcePlant,1,13,Sonoma,Round1,25-Aug,207.68
21,L21_Live_Bp,L_21,Live,Tray5,22,Alive,11/20/17,2012/2/17,21.19,28.15,Bp,21,Lupine,1,7,Sonoma,Round1,24-Aug,49.34
22,B15_Live_Aa,B_15,Live,Tray5,23,Alive,11/20/17,2012/2/17,81.13,71.75,Aa,15,Baccharis,2,26,BMR,Round1,24-Aug,152.88
24,L21_Live_Ce,L_21,Live,Tray5,25,Alive,11/20/17,2012/2/17,29.61,6.94,Ce,21,Lupine,1,7,Sonoma,Round1,24-Aug,36.55
25,B6_Ster_Ce,B_6,Sterile,Tray5,26,Alive,11/20/17,2012/2/17,37.98,9.5,Ce,6,Baccharis,2,17,BMR,Round1,25-Aug,47.48
26,L31_Live_Bp,L_31,Live,Tray5,27,Alive,11/20/17,2012/2/17,53.53,66.1,Bp,31,Lupine,1,8,Sonoma,Round1,24-Aug,119.63
28,L21_Ster_Bp,L_21,Sterile,Tray5,29,Alive,11/20/17,2012/2/17,23.31,25.2,Bp,21,Lupine,1,7,Sonoma,Round1,25-Aug,48.51
30,L50_Ster_Aa,L_50,Sterile,Tray5,31,Alive,11/20/17,2012/2/17,50.19,87.53,Aa,50,Lupine,2,3,Sonoma,Round1,25-Aug,137.72
31,L21_Ster_Ce,L_21,Sterile,Tray5,32,Alive,11/20/17,2012/2/17,39.72,12.57,Ce,21,Lupine,1,7,Sonoma,Round1,25-Aug,52.29
32,I42_Ster_Aa,I_42,Sterile,Tray5,33,Alive,11/20/17,2012/2/17,23.27,20.09,Aa,42,IcePlant,2,23,Sonoma,Round1,25-Aug,43.36
33,A32_Live_Bp,A_32,Live,Tray5,34,Alive,11/20/17,2012/2/17,3.13,6.96,Bp,32,Ammophila,2,0.5,Sonoma,Round1,24-Aug,10.09
35,L31_Ster_La,L_31,Sterile,Tray5,36,Alive,11/20/17,2012/2/17,57.35,197.17,La,31,Lupine,1,8,Sonoma,Round1,25-Aug,254.52
36,I8_Live_Ce,I_8,Live,Tray5,37,Alive,11/20/17,2012/2/17,5.91,0.92,Ce,8,IcePlant,1,12,BMR,Round1,24-Aug,6.83
37,I41_Live_Bp,I_41,Live,Tray5,38,Alive,11/20/17,2012/2/17,7.84,23.01,Bp,41,IcePlant,2,8,Sonoma,Round1,24-Aug,30.85
38,A19_Ster_Aa,A_19,Sterile,Tray5,40,Alive,11/20/17,2012/2/17,46.5,99.58,Aa,19,Ammophila,1,10,Sonoma,Round1,25-Aug,146.08
39,L21_Ster_La,L_21,Sterile,Tray5,41,Alive,11/20/17,2012/2/17,88.05,175.5,La,21,Lupine,1,7,Sonoma,Round1,25-Aug,263.55
40,A9_Ster_Bp,A_9,Sterile,Tray5,42,Alive,11/20/17,2012/2/17,22.08,35.3,Bp,9,Ammophila,1,23,BMR,Round1,25-Aug,57.38
41,A9_Ster_Ce,A_9,Sterile,Tray5,43,Alive,11/20/17,2012/2/17,26.94,6.71,Ce,9,Ammophila,1,23,BMR,Round1,25-Aug,33.65
42,B17_Live_La,B_17,Live,Tray5,44,Alive,11/20/17,2012/2/17,201.66,380.26,La,17,Baccharis,1,7,Sonoma,Round1,24-Aug,581.92
43,L1_Ster_Ce,L_1,Sterile,Tray5,45,Alive,11/20/17,2012/2/17,18.9,5.22,Ce,1,Lupine,1,12,BMR,Round1,25-Aug,24.12
44,A3_Live_Bp,A_3,Live,Tray5,46,Alive,11/20/17,2012/2/17,5.27,10.97,Bp,3,Ammophila,1,4,BMR,Round1,24-Aug,16.24
46,B10_Ster_Ce,B_10,Sterile,Tray5,48,Alive,11/20/17,2012/2/17,12.08,2.53,Ce,10,Baccharis,2,6,BMR,Round1,25-Aug,14.61
47,L33_Ster_Aa,L_33,Sterile,Tray5,49,Alive,11/20/17,2012/2/17,52.55,75.94,Aa,33,Lupine,1,3,Sonoma,Round1,25-Aug,128.49
48,A23_Live_Ce,A_23,Live,Tray1,1,Alive,11/21/17,2012/2/17,10.76,3.45,Ce,23,Ammophila,1,19,Sonoma,Round1,24-Aug,14.21
49,B13_Ster_La,B_13,Sterile,Tray1,2,Alive,11/21/17,2012/2/17,112.97,216.89,La,13,Baccharis,1,4,BMR,Round1,25-Aug,329.86
50,A18_Live_Aa,A_18,Live,Tray1,3,Alive,11/21/17,2012/2/17,17.7,8.76,Aa,18,Ammophila,1,26,Sonoma,Round1,24-Aug,26.46
51,I41_Live_La,I_41,Live,Tray1,4,Alive,11/21/17,2012/2/17,493.35,505.97,La,41,IcePlant,2,8,Sonoma,Round1,24-Aug,999.32
52,A31_Live_Aa,A_31,Live,Tray1,5,Alive,11/21/17,2012/2/17,21.83,14.36,Aa,31,Ammophila,1,0.5,BMR,Round1,24-Aug,36.19
53,L1_Ster_Aa,L_1,Sterile,Tray1,6,Alive,11/21/17,2012/2/17,56.53,95.37,Aa,1,Lupine,1,12,BMR,Round1,25-Aug,151.9
54,A13_Ster_Bp,A_13,Sterile,Tray1,7,Alive,11/21/17,2012/2/17,25.9,48.38,Bp,13,Ammophila,2,26,BMR,Round1,25-Aug,74.28
55,L4_Ster_Bp,L_4,Sterile,Tray1,8,Alive,11/21/17,2012/2/17,37.9,64.41,Bp,4,Lupine,1,9,BMR,Round1,25-Aug,102.31
56,B6_Ster_Bp,B_6,Sterile,Tray1,9,Alive,11/21/17,2012/2/17,16.46,27.27,Bp,6,Baccharis,2,17,BMR,Round1,25-Aug,43.73
57,I27_Ster_Bp,I_27,Sterile,Tray1,10,Alive,11/21/17,2012/2/17,21.24,42.03,Bp,27,IcePlant,1,18,Sonoma,Round1,25-Aug,63.27
58,A9_Live_Aa,A_9,Live,Tray1,11,Alive,11/21/17,2012/2/17,48.95,60.73,Aa,9,Ammophila,1,23,BMR,Round1,24-Aug,109.68
59,A3_Ster_Ce,A_3,Sterile,Tray1,12,Alive,11/21/17,2012/2/17,22.47,11.45,Ce,3,Ammophila,1,4,BMR,Round1,25-Aug,33.92
61,B22_Live_Ce,B_22,Live,Tray1,14,Alive,11/21/17,2012/2/17,7.64,2.65,Ce,22,Baccharis,1,12,Sonoma,Round1,25-Aug,10.29
62,I41_Ster_La,I_41,Sterile,Tray1,15,Alive,11/21/17,2012/2/17,54.96,114.19,La,41,IcePlant,2,8,Sonoma,Round1,25-Aug,169.15
63,A14_Ster_Aa,A_14,Sterile,Tray1,17,Alive,11/21/17,2012/2/17,55.16,70.51,Aa,14,Ammophila,2,14,BMR,Round1,25-Aug,125.67
64,B23_Ster_Aa,B_23,Sterile,Tray1,18,Alive,11/21/17,2012/2/17,40.99,57.16,Aa,23,Baccharis,1,8,Sonoma,Round1,25-Aug,98.15
65,B23_Live_Ce,B_23,Live,Tray1,19,Alive,11/21/17,2012/2/17,10.28,2.89,Ce,23,Baccharis,1,8,Sonoma,Round1,24-Aug,13.17
66,L31_Ster_Ce,L_31,Sterile,Tray1,20,Alive,11/21/17,2012/2/17,63.23,21.8,Ce,31,Lupine,1,8,Sonoma,Round1,25-Aug,85.03
67,L4_Ster_Aa,L_4,Sterile,Tray1,21,Alive,11/21/17,2012/2/17,108.49,104.17,Aa,4,Lupine,1,9,BMR,Round1,25-Aug,212.66
68,A25_Live_La,A_25,Live,Tray1,22,Alive,11/21/17,2012/3/17,479.04,411.66,La,25,Ammophila,1,6,Sonoma,Round1,24-Aug,890.7
69,A20_Live_Bp,A_20,Live,Tray1,23,Alive,11/21/17,2012/3/17,4.6,13.23,Bp,20,Ammophila,1,16,Sonoma,Round1,24-Aug,17.83
70,A3_Live_La,A_3,Live,Tray1,24,Alive,11/21/17,2012/3/17,1270.46,2372.59,La,3,Ammophila,1,4,BMR,Round1,24-Aug,3643.05
71,A32_Live_Ce,A_32,Live,Tray1,25,Alive,11/21/17,2012/3/17,7.84,2.28,Ce,32,Ammophila,2,0.5,Sonoma,Round1,24-Aug,10.12
72,L21_Ster_Aa,L_21,Sterile,Tray1,26,Alive,11/21/17,2012/3/17,112.19,99.04,Aa,21,Lupine,1,7,Sonoma,Round1,25-Aug,211.23
73,L4_Live_Aa,L_4,Live,Tray1,27,Alive,11/21/17,2012/3/17,48.29,40.21,Aa,4,Lupine,1,9,BMR,Round1,25-Aug,88.5
74,L4_Ster_La,L_4,Sterile,Tray1,28,Alive,11/21/17,2012/3/17,360.43,483,La,4,Lupine,1,9,BMR,Round1,25-Aug,843.43
75,L33_Live_Bp,L_33,Live,Tray1,30,Alive,11/21/17,2012/3/17,8.42,19.33,Bp,33,Lupine,1,3,Sonoma,Round1,25-Aug,27.75
76,B22_Ster_Bp,B_22,Sterile,Tray1,31,Alive,11/21/17,2012/3/17,6.26,12.42,Bp,22,Baccharis,1,12,Sonoma,Round1,25-Aug,18.68
77,B34_Ster_La,B_34,Sterile,Tray1,32,Alive,11/21/17,2012/3/17,69.3,132.94,La,34,Baccharis,1,0.5,Sonoma,Round1,25-Aug,202.24
78,A29_Ster_Ce,A_29,Sterile,Tray1,33,Alive,11/21/17,2012/3/17,33.55,12.03,Ce,29,Ammophila,1,11,Sonoma,Round1,25-Aug,45.58
79,A25_Ster_La,A_25,Sterile,Tray1,34,Alive,11/21/17,2012/3/17,102.6,229.14,La,25,Ammophila,1,6,Sonoma,Round1,25-Aug,331.74
80,I28_Ster_Aa,I_28,Sterile,Tray1,35,Alive,11/21/17,2012/3/17,53.2,62.95,Aa,28,IcePlant,2,11,Sonoma,Round1,25-Aug,116.15
81,A29_Ster_Bp,A_29,Sterile,Tray1,37,Alive,11/21/17,2012/3/17,19.03,39.44,Bp,29,Ammophila,1,11,Sonoma,Round1,25-Aug,58.47
82,A3_Live_Ce,A_3,Live,Tray1,38,Alive,11/21/17,2012/3/17,25.65,19.22,Ce,3,Ammophila,1,4,BMR,Round1,24-Aug,44.87
83,B29_Live_La,B_29,Live,Tray1,39,Alive,11/21/17,2012/3/17,1003.54,1696.73,La,29,Baccharis,2,10,Sonoma,Round1,24-Aug,2700.27
85,A3_Live_Aa,A_3,Live,Tray1,41,Alive,11/21/17,2012/3/17,47.25,40.45,Aa,3,Ammophila,1,4,BMR,Round1,24-Aug,87.7
86,A25_Live_Aa,A_25,Live,Tray1,42,Alive,11/21/17,2012/3/17,44.44,30.49,Aa,25,Ammophila,1,6,Sonoma,Round1,24-Aug,74.93
87,A31_Ster_La,A_31,Sterile,Tray1,43,Alive,11/21/17,2012/3/17,119.75,302.25,La,31,Ammophila,1,0.5,BMR,Round1,25-Aug,422
88,I53_Live_Bp,I_53,Live,Tray1,44,Alive,11/21/17,2012/3/17,10.97,12.99,Bp,53,IcePlant,1,5,Sonoma,Round1,24-Aug,23.96
90,A29_Live_Aa,A_29,Live,Tray1,46,Alive,11/21/17,2012/3/17,32.08,30.29,Aa,29,Ammophila,1,11,Sonoma,Round1,24-Aug,62.37
91,A24_Live_Ce,A_24,Live,Tray1,47,Alive,11/21/17,2012/3/17,26.54,17.96,Ce,24,Ammophila,1,18,Sonoma,Round1,24-Aug,44.5
92,A18_Live_Bp,A_18,Live,Tray1,48,Alive,11/21/17,2012/3/17,7.91,11.89,Bp,18,Ammophila,1,26,Sonoma,Round1,24-Aug,19.8
93,B11_Ster_La,B_11,Sterile,Tray1,49,Alive,11/21/17,2012/3/17,1168.37,2603.79,La,11,Baccharis,1,15,BMR,Round1,25-Aug,3772.16
94,I55_Ster_Ce,I_55,Sterile,Tray4,1,Alive,11/21/17,2012/3/17,19.67,9.18,Ce,55,IcePlant,1,13,Sonoma,Round1,25-Aug,28.85
96,B8_Live_Aa,B_8,Live,Tray4,3,Alive,11/21/17,2012/3/17,26.97,14.91,Aa,8,Baccharis,1,19,BMR,Round1,24-Aug,41.88
98,A9_Ster_La,A_9,Sterile,Tray4,6,Alive,11/21/17,2012/3/17,92.67,216.73,La,9,Ammophila,1,23,BMR,Round1,25-Aug,309.4
99,A19_Live_Bp,A_19,Live,Tray4,7,Alive,11/21/17,2012/3/17,9.81,22.71,Bp,19,Ammophila,1,10,Sonoma,Round1,24-Aug,32.52
100,B13_Live_Bp,B_13,Live,Tray4,8,Alive,11/21/17,2012/3/17,6.64,18.05,Bp,13,Baccharis,1,4,BMR,Round1,24-Aug,24.69
101,I4_Live_Aa,I_4,Live,Tray4,9,Alive,11/21/17,2012/3/17,15.88,13.06,Aa,4,IcePlant,1,20,BMR,Round1,25-Aug,28.94
102,A13_Ster_La,A_13,Sterile,Tray4,10,Alive,11/21/17,2012/3/17,311.43,457.77,La,13,Ammophila,2,26,BMR,Round1,25-Aug,769.2
103,A31_Live_Ce,A_31,Live,Tray4,11,Alive,11/21/17,2012/3/17,14.86,4.74,Ce,31,Ammophila,1,0.5,BMR,Round1,24-Aug,19.6
105,I27_Ster_Ce,I_27,Sterile,Tray4,13,Alive,11/21/17,2012/3/17,36.4,24.4,Ce,27,IcePlant,1,18,Sonoma,Round1,25-Aug,60.8
106,A14_Live_La,A_14,Live,Tray4,14,Alive,11/21/17,2012/3/17,954.97,1005.84,La,14,Ammophila,2,14,BMR,Round1,24-Aug,1960.81
107,I23_Ster_Ce,I_23,Sterile,Tray4,15,Alive,11/21/17,2012/3/17,21.1,17.86,Ce,23,IcePlant,1,15,Sonoma,Round1,25-Aug,38.96
108,A32_Ster_Aa,A_32,Sterile,Tray4,16,Alive,11/21/17,2012/3/17,34,41.89,Aa,32,Ammophila,2,0.5,Sonoma,Round1,25-Aug,75.89
109,B29_Live_Ce,B_29,Live,Tray4,17,Alive,11/21/17,2012/3/17,18.9,5.84,Ce,29,Baccharis,2,10,Sonoma,Round1,24-Aug,24.74
110,A13_Ster_Ce,A_13,Sterile,Tray4,18,Alive,11/21/17,2012/3/17,48.43,16.07,Ce,13,Ammophila,2,26,BMR,Round1,25-Aug,64.5
111,A3_Ster_Aa,A_3,Sterile,Tray4,19,Alive,11/21/17,2012/3/17,33.31,36.12,Aa,3,Ammophila,1,4,BMR,Round1,25-Aug,69.43
112,B11_Live_Bp,B_11,Live,Tray4,21,Alive,11/21/17,2012/3/17,4.92,7.73,Bp,11,Baccharis,1,15,BMR,Round1,24-Aug,12.65
113,B4_Ster_La,B_4,Sterile,Tray4,22,Alive,11/22/17,2012/3/17,75.96,182.27,La,4,Baccharis,1,22,BMR,Round1,25-Aug,258.23
114,B6_Live_Ce,B_6,Live,Tray4,23,Alive,11/22/17,2012/3/17,23.23,5.11,Ce,6,Baccharis,2,17,BMR,Round1,24-Aug,28.34
115,L31_Live_Aa,L_31,Live,Tray4,24,Alive,11/22/17,2012/3/17,50.47,37.35,Aa,31,Lupine,1,8,Sonoma,Round1,24-Aug,87.82
116,B17_Ster_La,B_17,Sterile,Tray4,25,Alive,11/22/17,2012/3/17,76.18,140.72,La,17,Baccharis,1,7,Sonoma,Round1,25-Aug,216.9
117,B6_Live_Aa,B_6,Live,Tray4,26,Alive,11/22/17,2012/3/17,36.81,22.65,Aa,6,Baccharis,2,17,BMR,Round1,24-Aug,59.46
118,I60_Ster_Bp,I_60,Sterile,Tray4,29,Alive,11/22/17,2012/3/17,8.56,15.81,Bp,60,IcePlant,2,25,Sonoma,Round1,25-Aug,24.37
119,I55_Live_Aa,I_55,Live,Tray4,30,Alive,11/22/17,2012/3/17,18.94,15.23,Aa,55,IcePlant,1,13,Sonoma,Round1,25-Aug,34.17
121,I60_Ster_La,I_60,Sterile,Tray4,32,Alive,11/22/17,2012/3/17,338.14,301.54,La,60,IcePlant,2,25,Sonoma,Round1,25-Aug,639.68
122,L31_Ster_Aa,L_31,Sterile,Tray4,33,Alive,11/22/17,2012/3/17,80.05,84.7,Aa,31,Lupine,1,8,Sonoma,Round1,25-Aug,164.75
123,L73_Ster_Aa,L_73,Sterile,Tray4,34,Alive,11/22/17,2012/3/17,25.38,29.42,Aa,73,Lupine,1,0.5,Sonoma,Round1,25-Aug,54.8
124,A23_Ster_Ce,A_23,Sterile,Tray4,35,Alive,11/22/17,2012/3/17,19.38,9.43,Ce,23,Ammophila,1,19,Sonoma,Round1,25-Aug,28.81
125,L33_Live_Aa,L_33,Live,Tray4,36,Alive,11/22/17,2012/3/17,52.11,23.79,Aa,33,Lupine,1,3,Sonoma,Round1,25-Aug,75.9
126,B13_Live_Ce,B_13,Live,Tray4,37,Alive,11/22/17,2012/3/17,15.72,5.61,Ce,13,Baccharis,1,4,BMR,Round1,24-Aug,21.33
127,L50_Ster_Bp,L_50,Sterile,Tray4,38,Alive,11/22/17,2012/3/17,17.36,34.08,Bp,50,Lupine,2,3,Sonoma,Round1,25-Aug,51.44
128,I60_Ster_Aa,I_60,Sterile,Tray4,39,Alive,11/22/17,2012/3/17,69.15,55.79,Aa,60,IcePlant,2,25,Sonoma,Round1,25-Aug,124.94
129,A14_Live_Bp,A_14,Live,Tray4,40,Alive,11/22/17,2012/3/17,8.81,16.02,Bp,14,Ammophila,2,14,BMR,Round1,24-Aug,24.83
130,I53_Ster_Aa,I_53,Sterile,Tray4,41,Alive,11/22/17,2012/3/17,84.05,90.13,Aa,53,IcePlant,1,5,Sonoma,Round1,25-Aug,174.18
131,B17_Live_Bp,B_17,Live,Tray4,42,Alive,11/22/17,2012/3/17,1.34,3.66,Bp,17,Baccharis,1,7,Sonoma,Round1,24-Aug,5
132,L35_Live_Bp,L_35,Live,Tray4,43,Alive,11/22/17,2012/3/17,14.29,24.75,Bp,35,Lupine,2,5,Sonoma,Round1,24-Aug,39.04
133,B11_Ster_Ce,B_11,Sterile,Tray4,44,Alive,11/22/17,2012/3/17,25.82,12.62,Ce,11,Baccharis,1,15,BMR,Round1,25-Aug,38.44
134,I4_Live_Bp,I_4,Live,Tray4,45,Alive,11/22/17,2012/3/17,3.82,7.8,Bp,4,IcePlant,1,20,BMR,Round1,25-Aug,11.62
135,I60_Live_La,I_60,Live,Tray4,46,Alive,11/22/17,2012/3/17,1109.33,1040.24,La,60,IcePlant,2,25,Sonoma,Round1,24-Aug,2149.57
136,B11_Live_Ce,B_11,Live,Tray4,47,Alive,11/22/17,2012/3/17,14.92,5.94,Ce,11,Baccharis,1,15,BMR,Round1,24-Aug,20.86
137,A31_Live_La,A_31,Live,Tray4,48,Alive,11/22/17,2012/3/17,781.4,731.14,La,31,Ammophila,1,0.5,BMR,Round1,24-Aug,1512.54
138,A13_Live_La,A_13,Live,Tray4,49,Alive,11/22/17,2012/3/17,1076.58,958.78,La,13,Ammophila,2,26,BMR,Round1,24-Aug,2035.36
139,L31_Live_La,L_31,Live,Tray2,1,Alive,11/22/17,2012/3/17,492.79,528.7,La,31,Lupine,1,8,Sonoma,Round1,24-Aug,1021.49
140,A23_Live_Bp,A_23,Live,Tray2,2,Alive,11/22/17,2012/3/17,2.46,3.47,Bp,23,Ammophila,1,19,Sonoma,Round1,24-Aug,5.93
141,A9_Live_La,A_9,Live,Tray2,3,Alive,11/22/17,2012/3/17,729.53,657.51,La,9,Ammophila,1,23,BMR,Round1,24-Aug,1387.04
143,B10_Ster_Bp,B_10,Sterile,Tray2,5,Alive,11/22/17,2012/3/17,5.03,10.79,Bp,10,Baccharis,2,6,BMR,Round1,25-Aug,15.82
146,L50_Ster_Ce,L_50,Sterile,Tray2,8,Alive,11/22/17,2012/3/17,35.2,15.75,Ce,50,Lupine,2,3,Sonoma,Round1,25-Aug,50.95
147,A19_Ster_Ce,A_19,Sterile,Tray2,9,Alive,11/22/17,2012/3/17,29.16,9.77,Ce,19,Ammophila,1,10,Sonoma,Round1,25-Aug,38.93
148,L35_Live_La,L_35,Live,Tray2,10,Alive,11/22/17,2012/3/17,655.57,827.58,La,35,Lupine,2,5,Sonoma,Round1,24-Aug,1483.15
149,L23_Live_Aa,L_23,Live,Tray2,11,Alive,11/22/17,2012/3/17,93.13,67.31,Aa,23,Lupine,1,7,Sonoma,Round1,24-Aug,160.44
150,B23_Ster_Ce,B_23,Sterile,Tray2,12,Alive,11/22/17,2012/3/17,19.61,5.5,Ce,23,Baccharis,1,8,Sonoma,Round1,25-Aug,25.11
151,A25_Ster_Bp,A_25,Sterile,Tray2,13,Alive,11/22/17,2012/3/17,9.58,19.73,Bp,25,Ammophila,1,6,Sonoma,Round1,25-Aug,29.31
152,B17_Live_Aa,B_17,Live,Tray2,14,Alive,11/22/17,2012/3/17,19.44,11.9,Aa,17,Baccharis,1,7,Sonoma,Round1,24-Aug,31.34
153,L50_Live_La,L_50,Live,Tray2,15,Alive,11/22/17,2012/4/17,537.91,506.18,La,50,Lupine,2,3,Sonoma,Round1,24-Aug,1044.09
154,B22_Live_Aa,B_22,Live,Tray2,16,Alive,11/22/17,2012/4/17,30.66,19.5,Aa,22,Baccharis,1,12,Sonoma,Round1,25-Aug,50.16
155,B22_Live_La,B_22,Live,Tray2,17,Alive,11/22/17,2012/4/17,382.54,364.27,La,22,Baccharis,1,12,Sonoma,Round1,25-Aug,746.81
156,I4_Ster_Ce,I_4,Sterile,Tray2,18,Alive,11/22/17,2012/4/17,27.05,5.81,Ce,4,IcePlant,1,20,BMR,Round1,25-Aug,32.86
157,I27_Ster_La,I_27,Sterile,Tray2,19,Alive,11/22/17,2012/4/17,252.35,355.26,La,27,IcePlant,1,18,Sonoma,Round1,25-Aug,607.61
158,A13_Live_Bp,A_13,Live,Tray2,21,Alive,11/22/17,2012/4/17,9.7,18.02,Bp,13,Ammophila,2,26,BMR,Round1,24-Aug,27.72
159,A31_Ster_Aa,A_31,Sterile,Tray2,22,Alive,11/22/17,2012/4/17,26.01,26.27,Aa,31,Ammophila,1,0.5,BMR,Round1,25-Aug,52.28
160,B13_Ster_Bp,B_13,Sterile,Tray2,23,Alive,11/22/17,2012/4/17,9.97,23.26,Bp,13,Baccharis,1,4,BMR,Round1,25-Aug,33.23
161,B5_Ster_Ce,B_5,Sterile,Tray2,24,Alive,11/22/17,2012/4/17,25.54,9.37,Ce,5,Baccharis,1,5,BMR,Round1,25-Aug,34.91
163,B8_Ster_La,B_8,Sterile,Tray2,26,Alive,11/22/17,2012/4/17,113.67,159.58,La,8,Baccharis,1,19,BMR,Round1,25-Aug,273.25
164,B4_Ster_Bp,B_4,Sterile,Tray2,27,Alive,11/22/17,2012/4/17,8.22,11.44,Bp,4,Baccharis,1,22,BMR,Round1,25-Aug,19.66
165,B17_Ster_Aa,B_17,Sterile,Tray2,28,Alive,11/22/17,2012/4/17,24.41,32.68,Aa,17,Baccharis,1,7,Sonoma,Round1,25-Aug,57.09
166,I53_Live_Aa,I_53,Live,Tray2,29,Alive,11/22/17,2012/4/17,51.8,35.04,Aa,53,IcePlant,1,5,Sonoma,Round1,24-Aug,86.84
167,B29_Live_Aa,B_29,Live,Tray2,30,Alive,11/22/17,2012/4/17,30.72,19.26,Aa,29,Baccharis,2,10,Sonoma,Round1,24-Aug,49.98
168,I28_Live_La,I_28,Live,Tray2,31,Alive,11/22/17,2012/4/17,982.58,870.98,La,28,IcePlant,2,11,Sonoma,Round1,24-Aug,1853.56
169,L35_Live_Ce,L_35,Live,Tray2,32,Alive,11/22/17,2012/4/17,42.62,17.41,Ce,35,Lupine,2,5,Sonoma,Round1,24-Aug,60.03
170,A13_Live_Ce,A_13,Live,Tray2,33,Alive,11/22/17,2012/4/17,33.84,9.84,Ce,13,Ammophila,2,26,BMR,Round1,24-Aug,43.68
171,I28_Live_Bp,I_28,Live,Tray2,34,Alive,11/22/17,2012/4/17,3.78,10.23,Bp,28,IcePlant,2,11,Sonoma,Round1,24-Aug,14.01
172,B5_Live_Bp,B_5,Live,Tray2,35,Alive,11/22/17,2012/4/17,0.88,1.2,Bp,5,Baccharis,1,5,BMR,Round1,24-Aug,2.08
173,B5_Ster_La,B_5,Sterile,Tray2,36,Alive,11/22/17,2012/4/17,63.46,105.41,La,5,Baccharis,1,5,BMR,Round1,25-Aug,168.87
174,A20_Live_Aa,A_20,Live,Tray2,37,Alive,11/22/17,2012/4/17,17.69,12.7,Aa,20,Ammophila,1,16,Sonoma,Round1,24-Aug,30.39
175,I64_Live_Bp,I_64,Live,Tray2,38,Alive,11/22/17,2012/4/17,6.94,17.11,Bp,64,IcePlant,1,0.5,BMR,Round1,24-Aug,24.05
176,L35_Live_Aa,L_35,Live,Tray2,39,Alive,11/22/17,2012/4/17,80.45,48.65,Aa,35,Lupine,2,5,Sonoma,Round1,24-Aug,129.1
177,B17_Live_Ce,B_17,Live,Tray2,40,Alive,11/22/17,2012/4/17,10.41,4.27,Ce,17,Baccharis,1,7,Sonoma,Round1,24-Aug,14.68
178,L35_Ster_La,L_35,Sterile,Tray2,41,Alive,11/22/17,2012/4/17,90.32,188.99,La,35,Lupine,2,5,Sonoma,Round1,25-Aug,279.31
179,A24_Ster_Bp,A_24,Sterile,Tray2,42,Alive,11/22/17,2012/4/17,9.16,19.29,Bp,24,Ammophila,1,18,Sonoma,Round1,25-Aug,28.45
180,B36_Live_Bp,B_36,Live,Tray2,43,Alive,11/22/17,2012/4/17,6.06,10.05,Bp,36,Baccharis,2,0.5,BMR,Round1,24-Aug,16.11
181,A23_Live_La,A_23,Live,Tray2,44,Alive,11/22/17,2012/4/17,212.79,383.97,La,23,Ammophila,1,19,Sonoma,Round1,24-Aug,596.76
182,A18_Ster_Ce,A_18,Sterile,Tray2,46,Alive,11/22/17,2012/4/17,28.43,11.44,Ce,18,Ammophila,1,26,Sonoma,Round1,25-Aug,39.87
